metric_name,timestamp,metric_value
vus,1790375189,37.000000
vus,1790375190,38.000000
vus,1790375191,38.000000
vus,1790375192,39.000000
vus,1790375193,39.000000
vus,1790375194,40.000000
vus,1790375195,40.000000
vus,1790375196,40.000000
vus,1790375197,40.000000
vus,1790375198,40.000000
vus,1790375199,40.000000
vus,1790375200,40.000000
vus,1790375201,40.000000
vus,1790375202,40.000000
vus,1790375203,40.000000
vus,1790375204,40.000000
vus,1790375205,40.000000
vus,1790375206,40.000000
vus,1790375207,40.000000
vus,1790375208,40.000000
vus,1790375209,40.000000
vus,1790375210,40.000000
vus,1790375211,40.000000
vus,1790375212,40.000000
vus,1790375213,40.000000
vus,1790375214,40.000000
vus,1790375215,40.000000
vus,1790375216,40.000000
vus,1790375217,40.000000
vus,1790375218,40.000000
vus,1790375219,40.000000
vus,1790375220,40.000000
vus,1790375221,40.000000
vus,1790375222,40.000000
vus,1790375223,40.000000
vus,1790375224,40.000000
vus,1790375225,40.000000
vus,1790375226,40.000000
vus,1790375227,40.000000
vus,1790375228,40.000000
vus,1790375229,40.000000
vus,1790375230,40.000000
vus,1790375231,40.000000
vus,1790375232,40.000000
vus,1790375233,40.000000
vus,1790375234,40.000000
vus,1790375235,40.000000
vus,1790375236,40.000000
vus,1790375237,40.000000
vus,1790375238,40.000000
vus,1790375239,40.000000
vus,1790375240,40.000000
vus,1790375241,40.000000
vus,1790375242,40.000000
vus,1790375243,40.000000
vus,1790375244,40.000000
vus,1790375245,40.000000
vus,1790375246,40.000000
vus,1790375247,40.000000
vus,1790375248,40.000000
vus,1790375249,40.000000
vus,1790375250,40.000000
vus,1790375251,40.000000
vus,1790375252,40.000000
vus,1790375253,40.000000
vus,1790375254,40.000000
vus,1790375255,40.000000
vus,1790375256,40.000000
vus,1790375257,40.000000
vus,1790375258,40.000000
vus,1790375259,40.000000
vus,1790375260,40.000000
vus,1790375261,40.000000
vus,1790375262,40.000000
vus,1790375263,40.000000
vus,1790375264,40.000000
vus,1790375265,40.000000
vus,1790375266,40.000000
vus,1790375267,40.000000
vus,1790375268,40.000000
vus,1790375269,40.000000
vus,1790375270,40.000000
vus,1790375271,40.000000
vus,1790375272,40.000000
vus,1790375273,40.000000
vus,1790375274,40.000000
vus,1790375275,40.000000
vus,1790375276,40.000000
vus,1790375277,40.000000
vus,1790375278,40.000000
vus,1790375279,40.000000
vus,1790375280,40.000000
vus,1790375281,40.000000
vus,1790375282,40.000000
vus,1790375283,40.000000
vus,1790375284,40.000000
vus,1790375285,40.000000
vus,1790375286,40.000000
vus,1790375287,40.000000
vus,1790375288,40.000000
vus,1790375289,40.000000
vus,1790375290,40.000000
vus,1790375291,40.000000
vus,1790375292,40.000000
vus,1790375293,40.000000
vus,1790375294,40.000000
vus,1790375295,40.000000
vus,1790375296,40.000000
vus,1790375297,40.000000
vus,1790375298,40.000000
vus,1790375299,40.000000
vus,1790375300,40.000000
vus,1790375301,40.000000
vus,1790375302,40.000000
vus,1790375303,40.000000
vus,1790375304,40.000000
vus,1790375305,40.000000
vus,1790375306,40.000000
vus,1790375307,40.000000
vus,1790375308,40.000000
vus,1790375309,40.000000
vus,1790375310,40.000000
vus,1790375311,40.000000
vus,1790375312,40.000000
vus,1790375313,40.000000
vus,1790375314,40.000000
vus,1790375315,40.000000
vus,1790375316,40.000000
vus,1790375317,40.000000
vus,1790375318,40.000000
vus,1790375319,40.000000
vus,1790375320,40.000000
vus,1790375321,40.000000
vus,1790375322,40.000000
vus,1790375323,40.000000
vus,1790375324,40.000000
vus,1790375325,40.000000
vus,1790375326,40.000000
vus,1790375327,40.000000
vus,1790375328,40.000000
vus,1790375329,40.000000
vus,1790375330,40.000000
vus,1790375331,40.000000
vus,1790375332,40.000000
vus,1790375333,40.000000
vus,1790375334,40.000000
vus,1790375335,40.000000
vus,1790375336,40.000000
vus,1790375337,40.000000
vus,1790375338,40.000000
vus,1790375339,40.000000
vus,1790375340,40.000000
vus,1790375341,40.000000
vus,1790375342,40.000000
vus,1790375343,40.000000
vus,1790375344,40.000000
vus,1790375345,40.000000
vus,1790375346,40.000000
vus,1790375347,40.000000
vus,1790375348,40.000000
vus,1790375349,40.000000
vus,1790375350,40.000000
vus,1790375351,40.000000
vus,1790375352,40.000000
vus,1790375353,40.000000
vus,1790375354,40.000000
vus,1790375355,40.000000
vus,1790375356,40.000000
vus,1790375357,40.000000
vus,1790375358,40.000000
vus,1790375359,40.000000
vus,1790375360,40.000000
vus,1790375361,40.000000
vus,1790375362,40.000000
vus,1790375363,40.000000
vus,1790375364,40.000000
vus,1790375365,40.000000
vus,1790375366,40.000000
vus,1790375367,40.000000
vus,1790375368,40.000000
vus,1790375369,40.000000
vus,1790375370,40.000000
vus,1790375371,40.000000
vus,1790375372,40.000000
vus,1790375373,40.000000
vus,1790375374,40.000000
vus,1790375375,39.000000
vus,1790375376,39.000000
vus,1790375377,38.000000
vus,1790375378,37.000000
vus,1790375379,37.000000
vus,1790375380,36.000000
vus,1790375381,35.000000
vus,1790375382,35.000000
vus,1790375383,34.000000
vus,1790375384,33.000000
vus,1790375385,33.000000
vus,1790375386,32.000000
vus,1790375387,31.000000
vus,1790375388,31.000000
vus,1790375389,30.000000
vus,1790375390,29.000000
vus,1790375391,29.000000
vus,1790375392,28.000000
vus,1790375393,27.000000
vus,1790375394,27.000000
vus,1790375395,26.000000
vus,1790375396,25.000000
vus,1790375397,25.000000
vus,1790375398,24.000000
vus,1790375399,23.000000
vus,1790375400,23.000000
vus,1790375401,22.000000
vus,1790375402,21.000000
vus,1790375403,21.000000
vus,1790375404,20.000000
vus,1790375405,19.000000
vus,1790375406,19.000000
vus,1790375407,18.000000
vus,1790375408,17.000000
vus,1790375409,17.000000
vus,1790375410,16.000000
vus,1790375411,15.000000
vus,1790375412,15.000000
vus,1790375413,14.000000
vus,1790375414,13.000000
vus,1790375415,13.000000
vus,1790375416,12.000000
vus,1790375417,11.000000
vus,1790375418,11.000000
vus,1790375419,10.000000
vus,1790375420,9.000000
vus,1790375421,9.000000
vus,1790375422,8.000000
vus,1790375423,7.000000
vus,1790375424,7.000000
vus,1790375425,6.000000
vus,1790375426,5.000000
vus,1790375427,5.000000
vus,1790375428,4.000000
vus,1790375429,3.000000
vus,1790375430,3.000000
vus,1790375431,2.000000
vus,1790375432,1.000000
vus,1790375433,1.000000
